symbol,date,SPY_open,SPY_high,SPY_low,SPY_close,SPY_volume,trade_count,vwap
SPY,2025-10-10 14:17:00+00:00,672.05,672.05,671.8,671.97,3263.0,44.0,671.876702
SPY,2025-10-10 14:18:00+00:00,671.865,672.28,671.865,672.17,1200.0,19.0,672.090625
SPY,2025-10-10 14:19:00+00:00,672.245,672.29,672.18,672.285,4520.0,40.0,672.250427
SPY,2025-10-10 14:20:00+00:00,672.435,672.61,672.26,672.55,5899.0,40.0,672.468294
SPY,2025-10-10 14:21:00+00:00,672.57,672.57,672.51,672.51,533.0,15.0,672.54
SPY,2025-10-10 14:22:00+00:00,672.615,672.615,672.365,672.365,8271.0,26.0,672.417722
SPY,2025-10-10 14:23:00+00:00,672.6,672.61,672.55,672.57,979.0,17.0,672.571429
SPY,2025-10-10 14:24:00+00:00,672.54,672.69,672.51,672.645,3840.0,36.0,672.550429
SPY,2025-10-10 14:25:00+00:00,672.64,672.98,672.64,672.98,2736.0,44.0,672.870867
SPY,2025-10-10 14:26:00+00:00,672.91,673.05,672.86,672.95,4726.0,54.0,672.977233
SPY,2025-10-10 14:27:00+00:00,673.07,673.085,672.87,672.87,2233.0,35.0,673.018793
SPY,2025-10-10 14:28:00+00:00,672.78,672.81,672.59,672.6,8397.0,52.0,672.71234
SPY,2025-10-10 14:29:00+00:00,672.58,672.6,672.48,672.57,3242.0,32.0,672.575884
SPY,2025-10-10 14:30:00+00:00,672.525,672.83,672.525,672.72,4571.0,55.0,672.656238
SPY,2025-10-10 14:31:00+00:00,672.71,672.74,672.62,672.7,1442.0,26.0,672.670909
SPY,2025-10-10 14:32:00+00:00,672.57,672.69,672.57,672.69,791.0,27.0,672.646667
SPY,2025-10-10 14:33:00+00:00,672.56,672.64,672.53,672.53,601.0,11.0,672.598
SPY,2025-10-10 14:34:00+00:00,672.62,672.62,672.62,672.62,344.0,10.0,672.62
SPY,2025-10-10 14:35:00+00:00,672.68,672.68,672.65,672.65,553.0,18.0,672.67
SPY,2025-10-10 14:36:00+00:00,672.62,672.62,672.265,672.29,2143.0,31.0,672.562523
SPY,2025-10-10 14:37:00+00:00,672.43,672.81,672.43,672.81,1366.0,28.0,672.648
SPY,2025-10-10 14:38:00+00:00,672.53,672.56,672.49,672.515,1096.0,10.0,672.538889
SPY,2025-10-10 14:39:00+00:00,672.535,672.535,672.51,672.51,481.0,7.0,672.5225
SPY,2025-10-10 14:40:00+00:00,672.56,672.56,672.33,672.33,891.0,22.0,672.4925
SPY,2025-10-10 14:41:00+00:00,672.25,672.26,672.21,672.23,799.0,19.0,672.239032
SPY,2025-10-10 14:42:00+00:00,672.215,672.215,672.19,672.19,220.0,7.0,672.2025
SPY,2025-10-10 14:43:00+00:00,672.17,672.345,672.17,672.26,665.0,12.0,672.284167
SPY,2025-10-10 14:44:00+00:00,672.32,672.59,672.32,672.585,902.0,11.0,672.437222
SPY,2025-10-10 14:45:00+00:00,672.58,672.735,672.58,672.72,1423.0,14.0,672.693214
SPY,2025-10-10 14:46:00+00:00,672.73,672.73,672.68,672.68,828.0,21.0,672.706667
SPY,2025-10-10 14:47:00+00:00,672.89,672.89,672.89,672.89,213.0,15.0,672.89
SPY,2025-10-10 14:48:00+00:00,672.96,673.02,672.91,672.96,1250.0,18.0,672.9775
SPY,2025-10-10 14:49:00+00:00,672.96,672.96,672.96,672.96,178.0,9.0,672.96
SPY,2025-10-10 14:50:00+00:00,673.02,673.02,672.82,672.865,1578.0,39.0,672.905
SPY,2025-10-10 14:51:00+00:00,672.83,672.84,672.83,672.84,401.0,13.0,672.835
SPY,2025-10-10 14:52:00+00:00,672.86,672.86,672.72,672.72,682.0,21.0,672.80625
SPY,2025-10-10 14:53:00+00:00,672.67,672.715,672.66,672.715,2014.0,25.0,672.670572
SPY,2025-10-10 14:55:00+00:00,672.92,672.99,672.88,672.88,459.0,15.0,672.945
SPY,2025-10-10 14:56:00+00:00,672.94,672.95,672.83,672.83,2777.0,30.0,672.923056
SPY,2025-10-10 14:57:00+00:00,672.97,672.97,670.97,670.97,6234.0,87.0,671.924755
SPY,2025-10-10 14:58:00+00:00,671.03,671.15,669.06,669.84,24869.0,228.0,669.906713
SPY,2025-10-10 14:59:00+00:00,669.63,669.63,667.9,669.13,18130.0,134.0,668.955733
SPY,2025-10-10 15:00:00+00:00,669.135,669.135,666.515,667.17,29238.0,234.0,667.71178
SPY,2025-10-10 15:01:00+00:00,666.98,667.32,666.26,666.96,28552.0,260.0,666.803736
SPY,2025-10-10 15:02:00+00:00,666.68,666.68,665.2,665.56,18215.0,210.0,665.83899
SPY,2025-10-10 15:03:00+00:00,665.71,667.09,665.4,666.855,20824.0,143.0,666.385774
SPY,2025-10-10 15:04:00+00:00,666.8,667.01,665.2,666.14,26455.0,196.0,665.966528
SPY,2025-10-10 15:05:00+00:00,666.01,666.91,665.615,666.82,26641.0,228.0,666.1856
SPY,2025-10-10 15:06:00+00:00,666.75,667.595,666.155,666.82,26053.0,232.0,666.822957
SPY,2025-10-10 15:07:00+00:00,667.03,667.065,666.08,666.44,12357.0,104.0,666.37847
SPY,2025-10-10 15:08:00+00:00,666.23,666.74,665.74,665.85,17970.0,159.0,666.228716
SPY,2025-10-10 15:09:00+00:00,665.8,666.57,665.33,665.71,17361.0,166.0,665.78016
SPY,2025-10-10 15:10:00+00:00,665.76,667.425,665.68,667.39,19381.0,167.0,666.703569
SPY,2025-10-10 15:11:00+00:00,667.465,668.21,667.23,667.27,12594.0,115.0,667.677163
SPY,2025-10-10 15:12:00+00:00,667.25,667.25,666.48,667.18,9902.0,97.0,666.91884
SPY,2025-10-10 15:13:00+00:00,667.23,668.155,667.1,667.94,8249.0,104.0,667.587665
SPY,2025-10-10 15:14:00+00:00,667.9,667.96,667.64,667.72,5507.0,63.0,667.813939
SPY,2025-10-10 15:15:00+00:00,667.64,668.07,667.33,667.86,7510.0,59.0,667.713452
SPY,2025-10-10 15:16:00+00:00,667.79,667.8,666.815,666.815,8753.0,79.0,667.313737
SPY,2025-10-10 15:17:00+00:00,666.84,666.97,666.63,666.75,13813.0,103.0,666.8135
SPY,2025-10-10 15:18:00+00:00,666.86,666.86,665.48,665.5,14305.0,123.0,665.996525
SPY,2025-10-10 15:19:00+00:00,665.4,665.77,664.69,665.66,20223.0,144.0,665.321309
SPY,2025-10-10 15:20:00+00:00,665.6,666.04,664.78,664.87,15746.0,131.0,665.338023
SPY,2025-10-10 15:21:00+00:00,664.75,664.95,663.86,663.94,15098.0,144.0,664.287079
SPY,2025-10-10 15:22:00+00:00,663.86,664.34,663.6,664.26,18654.0,150.0,663.961447
SPY,2025-10-10 15:23:00+00:00,664.26,664.325,663.44,663.75,9585.0,97.0,663.859444
SPY,2025-10-10 15:24:00+00:00,663.69,663.73,662.76,662.835,14973.0,133.0,663.148043
SPY,2025-10-10 15:25:00+00:00,662.81,663.26,662.38,662.4,19730.0,172.0,662.715331
SPY,2025-10-10 15:26:00+00:00,662.4,663.155,662.14,662.9,11246.0,105.0,662.654515
SPY,2025-10-10 15:27:00+00:00,662.9,664.18,662.65,663.77,13391.0,126.0,663.663444
SPY,2025-10-10 15:28:00+00:00,663.565,663.69,662.455,662.455,11672.0,134.0,663.329425
SPY,2025-10-10 15:29:00+00:00,662.31,662.74,661.95,662.5,8074.0,84.0,662.399314
SPY,2025-10-10 15:30:00+00:00,662.38,662.48,660.99,661.185,13798.0,110.0,661.438064
SPY,2025-10-10 15:31:00+00:00,661.09,662.01,660.77,661.82,13345.0,135.0,661.354109
SPY,2025-10-10 15:32:00+00:00,661.8,661.87,659.96,660.05,18723.0,159.0,660.559827
SPY,2025-10-10 15:33:00+00:00,660.01,660.92,659.98,660.17,27380.0,231.0,660.502893
SPY,2025-10-10 15:34:00+00:00,660.23,660.65,659.6,660.64,19783.0,198.0,660.138408
SPY,2025-10-10 15:35:00+00:00,660.57,661.47,660.51,660.98,16514.0,167.0,661.089383
SPY,2025-10-10 15:36:00+00:00,661.3,661.47,660.59,661.02,9108.0,90.0,660.960009
SPY,2025-10-10 15:37:00+00:00,661.41,661.785,661.195,661.69,8669.0,85.0,661.484975
SPY,2025-10-10 15:38:00+00:00,661.68,661.83,660.58,660.64,18801.0,158.0,661.197347
SPY,2025-10-10 15:39:00+00:00,660.64,661.15,660.44,660.46,7481.0,67.0,660.812715
SPY,2025-10-10 15:40:00+00:00,660.14,660.31,659.53,659.835,10398.0,106.0,659.909302
SPY,2025-10-10 15:41:00+00:00,659.905,660.61,659.52,660.53,6960.0,57.0,660.202771
SPY,2025-10-10 15:42:00+00:00,660.51,661.32,660.35,661.23,9712.0,105.0,660.844582
SPY,2025-10-10 15:43:00+00:00,661.35,661.55,660.92,661.53,16949.0,126.0,661.374692
SPY,2025-10-10 15:44:00+00:00,661.28,663.09,661.28,663.09,9036.0,94.0,662.074721
SPY,2025-10-10 15:45:00+00:00,662.9,663.69,662.61,662.84,9153.0,119.0,663.318566
SPY,2025-10-10 15:46:00+00:00,662.85,663.61,662.675,662.99,13673.0,132.0,663.117808
SPY,2025-10-10 15:47:00+00:00,663.01,663.01,662.06,662.07,7484.0,91.0,662.460959
SPY,2025-10-10 15:48:00+00:00,662.01,662.71,661.94,662.71,7865.0,80.0,662.301566
SPY,2025-10-10 15:49:00+00:00,662.84,662.84,662.275,662.69,12639.0,92.0,662.537417
SPY,2025-10-10 15:50:00+00:00,662.57,663.09,662.55,663.0,8497.0,84.0,662.779906
SPY,2025-10-10 15:51:00+00:00,663.21,664.025,663.21,663.235,3267.0,36.0,663.432096
SPY,2025-10-10 15:52:00+00:00,663.02,663.25,662.735,663.01,8391.0,76.0,662.953877
SPY,2025-10-10 15:53:00+00:00,663.03,663.36,662.84,662.84,7169.0,65.0,663.159111
SPY,2025-10-10 15:54:00+00:00,662.85,663.14,662.51,663.14,4084.0,40.0,662.741327
SPY,2025-10-10 15:55:00+00:00,662.71,662.71,661.89,662.17,6050.0,58.0,662.257321
SPY,2025-10-10 15:56:00+00:00,661.99,662.0,661.17,661.345,4434.0,55.0,661.530098
SPY,2025-10-10 15:57:00+00:00,661.72,661.72,661.0,661.07,2937.0,40.0,661.221703
SPY,2025-10-10 15:58:00+00:00,660.97,662.09,660.82,662.09,2741.0,35.0,661.377384
SPY,2025-10-10 15:59:00+00:00,662.165,662.17,661.29,661.89,1450.0,24.0,661.725481
SPY,2025-10-10 16:00:00+00:00,661.46,661.5,661.05,661.05,4854.0,59.0,661.266926
SPY,2025-10-10 16:01:00+00:00,661.14,661.48,660.91,661.06,6431.0,48.0,661.157888
SPY,2025-10-10 16:02:00+00:00,661.41,661.43,660.86,660.86,2215.0,28.0,661.133452
SPY,2025-10-10 16:03:00+00:00,660.73,661.1,660.53,660.54,2910.0,37.0,660.711149
SPY,2025-10-10 16:04:00+00:00,660.43,660.855,660.34,660.82,4457.0,43.0,660.571348
SPY,2025-10-10 16:05:00+00:00,660.82,661.59,660.82,661.59,2573.0,35.0,661.199101
SPY,2025-10-10 16:06:00+00:00,661.37,661.37,660.5,660.67,4956.0,63.0,660.782598
SPY,2025-10-10 16:07:00+00:00,660.49,661.12,660.48,661.12,880.0,13.0,660.663704
SPY,2025-10-10 16:08:00+00:00,661.07,661.58,661.06,661.25,3205.0,40.0,661.307597
SPY,2025-10-10 16:09:00+00:00,661.54,661.54,661.23,661.29,2056.0,28.0,661.369231
SPY,2025-10-10 16:10:00+00:00,661.09,661.12,660.56,660.6,5621.0,62.0,660.893069
SPY,2025-10-10 16:11:00+00:00,660.66,661.89,660.54,661.87,5212.0,61.0,661.335452
SPY,2025-10-10 16:12:00+00:00,661.82,662.02,661.51,661.69,3018.0,44.0,661.778639
SPY,2025-10-10 16:13:00+00:00,661.51,662.09,661.47,661.99,3555.0,44.0,661.766289
SPY,2025-10-10 16:14:00+00:00,661.845,662.005,661.74,661.94,4223.0,55.0,661.874402
SPY,2025-10-10 16:15:00+00:00,661.94,662.1,661.71,661.95,2512.0,36.0,661.909
SPY,2025-10-10 16:16:00+00:00,661.82,661.92,661.16,661.26,2646.0,42.0,661.475
SPY,2025-10-10 16:17:00+00:00,661.11,661.37,660.85,660.92,3373.0,50.0,661.105257
SPY,2025-10-10 16:18:00+00:00,660.895,661.07,660.755,660.92,2391.0,29.0,660.911901
SPY,2025-10-10 16:19:00+00:00,660.73,661.44,660.73,661.37,3441.0,54.0,661.093467
SPY,2025-10-10 16:20:00+00:00,661.14,661.33,660.85,660.85,4148.0,39.0,661.081108
SPY,2025-10-10 16:21:00+00:00,660.74,661.57,660.57,661.57,4533.0,46.0,661.027125
SPY,2025-10-10 16:22:00+00:00,661.48,661.69,661.09,661.6,4468.0,44.0,661.306822
SPY,2025-10-10 16:23:00+00:00,661.61,662.645,661.61,662.485,4112.0,41.0,662.130541
SPY,2025-10-10 16:24:00+00:00,662.455,662.455,661.97,661.97,2934.0,25.0,662.300385
SPY,2025-10-10 16:25:00+00:00,661.83,662.15,661.64,661.79,3197.0,36.0,661.833622
SPY,2025-10-10 16:26:00+00:00,661.8,662.09,661.8,661.95,2713.0,24.0,661.975556
SPY,2025-10-10 16:27:00+00:00,662.1,662.145,661.785,662.08,3551.0,40.0,661.96819
SPY,2025-10-10 16:28:00+00:00,662.01,662.01,661.56,661.56,2769.0,38.0,661.724773
SPY,2025-10-10 16:29:00+00:00,661.65,661.66,661.36,661.53,4103.0,53.0,661.53633
SPY,2025-10-10 16:30:00+00:00,661.48,662.18,661.44,662.02,3853.0,53.0,661.851007
SPY,2025-10-10 16:31:00+00:00,662.08,662.43,662.08,662.43,2180.0,31.0,662.275402
SPY,2025-10-10 16:32:00+00:00,662.51,662.68,662.445,662.48,2035.0,24.0,662.526944
SPY,2025-10-10 16:33:00+00:00,662.38,662.64,662.36,662.42,2610.0,25.0,662.471176
SPY,2025-10-10 16:34:00+00:00,662.38,662.38,661.435,661.46,7933.0,87.0,661.733094
SPY,2025-10-10 16:35:00+00:00,661.64,661.68,661.11,661.51,9041.0,71.0,661.459121
SPY,2025-10-10 16:36:00+00:00,661.7,662.23,661.7,662.23,1922.0,26.0,662.009412
SPY,2025-10-10 16:37:00+00:00,662.11,662.26,661.755,661.79,2500.0,36.0,661.955403
SPY,2025-10-10 16:38:00+00:00,661.69,661.72,661.46,661.72,1744.0,24.0,661.579502
SPY,2025-10-10 16:39:00+00:00,661.79,661.83,661.51,661.81,2657.0,30.0,661.669793
SPY,2025-10-10 16:40:00+00:00,661.77,662.03,661.77,661.8,3006.0,38.0,661.912125
SPY,2025-10-10 16:41:00+00:00,661.56,661.72,661.48,661.72,1484.0,29.0,661.594444
SPY,2025-10-10 16:42:00+00:00,661.73,661.73,661.14,661.21,2263.0,30.0,661.378411
SPY,2025-10-10 16:43:00+00:00,661.1,661.1,660.6,660.6,2343.0,39.0,660.863333
SPY,2025-10-10 16:44:00+00:00,660.61,660.97,660.61,660.85,6175.0,50.0,660.693506
SPY,2025-10-10 16:45:00+00:00,660.56,660.86,660.54,660.74,2691.0,36.0,660.661855
SPY,2025-10-10 16:46:00+00:00,660.49,660.61,660.435,660.57,2313.0,28.0,660.530066
SPY,2025-10-10 16:47:00+00:00,660.92,661.195,660.38,660.39,2896.0,39.0,660.9204
SPY,2025-10-10 16:48:00+00:00,660.07,660.09,659.77,659.955,4466.0,53.0,659.920995
SPY,2025-10-10 16:49:00+00:00,659.8,660.0,659.76,659.76,1689.0,24.0,659.847692
SPY,2025-10-10 16:50:00+00:00,659.82,659.83,659.28,659.38,5735.0,71.0,659.512363
SPY,2025-10-10 16:51:00+00:00,659.46,659.835,659.445,659.485,2293.0,40.0,659.637778
SPY,2025-10-10 16:52:00+00:00,659.39,659.5,659.18,659.27,1179.0,14.0,659.363805
SPY,2025-10-10 16:53:00+00:00,659.36,659.52,659.1,659.1,2084.0,27.0,659.259881
SPY,2025-10-10 16:54:00+00:00,659.13,659.41,659.04,659.41,2776.0,33.0,659.261024
SPY,2025-10-10 16:55:00+00:00,659.51,659.69,659.32,659.59,3374.0,42.0,659.559839
SPY,2025-10-10 16:56:00+00:00,659.64,659.775,659.45,659.63,3239.0,41.0,659.6405
SPY,2025-10-10 16:57:00+00:00,659.63,659.69,659.28,659.28,3750.0,45.0,659.492008
SPY,2025-10-10 16:58:00+00:00,659.27,659.34,659.0,659.09,2724.0,32.0,659.21112
SPY,2025-10-10 16:59:00+00:00,658.99,659.27,658.95,659.27,1959.0,24.0,659.113856
SPY,2025-10-10 17:00:00+00:00,658.895,659.55,658.75,659.23,4961.0,36.0,659.147835
SPY,2025-10-10 17:01:00+00:00,659.13,659.13,658.9,658.9,806.0,20.0,658.996154
SPY,2025-10-10 17:02:00+00:00,658.77,658.79,658.28,658.28,1645.0,34.0,658.6
SPY,2025-10-10 17:03:00+00:00,658.33,658.415,658.09,658.225,2940.0,39.0,658.229614
SPY,2025-10-10 17:04:00+00:00,658.16,658.45,658.12,658.34,3131.0,34.0,658.319698
SPY,2025-10-10 17:05:00+00:00,658.33,658.33,657.97,657.975,4090.0,53.0,658.100294
SPY,2025-10-10 17:06:00+00:00,657.97,658.36,657.91,658.36,4362.0,37.0,658.092027
SPY,2025-10-10 17:07:00+00:00,658.34,658.36,658.16,658.16,2252.0,24.0,658.244145
SPY,2025-10-10 17:08:00+00:00,658.09,658.26,658.08,658.26,1427.0,19.0,658.155
SPY,2025-10-10 17:09:00+00:00,657.91,657.97,657.91,657.97,841.0,17.0,657.940446
SPY,2025-10-10 17:10:00+00:00,658.01,658.17,657.88,657.93,2508.0,32.0,658.011991
SPY,2025-10-10 17:11:00+00:00,658.01,659.205,657.92,659.205,3806.0,44.0,658.600294
SPY,2025-10-10 17:12:00+00:00,659.12,659.12,658.74,658.74,6367.0,26.0,658.847278
SPY,2025-10-10 17:13:00+00:00,658.53,658.71,658.32,658.32,1099.0,15.0,658.493333
SPY,2025-10-10 17:14:00+00:00,657.99,658.34,657.82,658.15,6069.0,53.0,658.070676
SPY,2025-10-10 17:15:00+00:00,658.25,658.62,657.98,658.48,4983.0,46.0,658.396224
SPY,2025-10-10 17:16:00+00:00,658.8,658.96,658.8,658.89,1649.0,21.0,658.887911
SPY,2025-10-10 17:17:00+00:00,658.89,659.19,658.89,658.98,1409.0,20.0,659.043846
SPY,2025-10-10 17:18:00+00:00,659.01,659.2,658.55,658.55,4358.0,44.0,658.903033
SPY,2025-10-10 17:19:00+00:00,658.65,658.81,658.5,658.74,2534.0,22.0,658.684276
SPY,2025-10-10 17:20:00+00:00,658.68,658.69,658.12,658.13,2087.0,25.0,658.398157
SPY,2025-10-10 17:21:00+00:00,658.46,658.7,658.33,658.7,1569.0,18.0,658.520665
SPY,2025-10-10 17:22:00+00:00,658.86,659.25,658.86,659.25,2962.0,25.0,659.056667
SPY,2025-10-10 17:23:00+00:00,659.35,659.47,659.35,659.41,1785.0,22.0,659.399333
SPY,2025-10-10 17:24:00+00:00,659.22,659.32,658.93,659.02,1953.0,23.0,659.069053
SPY,2025-10-10 17:25:00+00:00,659.0,659.18,658.94,659.05,1477.0,18.0,659.06886
SPY,2025-10-10 17:26:00+00:00,659.25,659.25,658.96,659.0,2389.0,33.0,659.113108
SPY,2025-10-10 17:27:00+00:00,659.28,659.54,659.28,659.51,6649.0,52.0,659.471398
SPY,2025-10-10 17:28:00+00:00,659.58,659.87,659.35,659.8,5083.0,57.0,659.657928
SPY,2025-10-10 17:29:00+00:00,659.73,659.78,659.37,659.78,6157.0,50.0,659.627069
SPY,2025-10-10 17:30:00+00:00,659.79,660.06,659.79,659.95,2411.0,27.0,659.94709
SPY,2025-10-10 17:31:00+00:00,659.61,659.88,659.43,659.63,3199.0,39.0,659.587904
SPY,2025-10-10 17:32:00+00:00,659.56,659.84,659.5,659.83,2735.0,32.0,659.583642
SPY,2025-10-10 17:33:00+00:00,659.8,660.11,659.77,660.09,4380.0,47.0,659.954139
SPY,2025-10-10 17:34:00+00:00,660.09,660.28,660.09,660.25,1615.0,21.0,660.217143
SPY,2025-10-10 17:35:00+00:00,660.24,660.49,660.18,660.445,5339.0,71.0,660.306771
SPY,2025-10-10 17:36:00+00:00,660.4,660.56,660.26,660.56,6073.0,69.0,660.40219
SPY,2025-10-10 17:37:00+00:00,660.61,660.82,660.61,660.81,1532.0,14.0,660.72
SPY,2025-10-10 17:38:00+00:00,660.78,660.9,660.53,660.55,2526.0,30.0,660.7285
SPY,2025-10-10 17:39:00+00:00,660.49,660.49,659.97,660.18,3844.0,41.0,660.11208
SPY,2025-10-10 17:40:00+00:00,660.06,660.58,660.06,660.53,5690.0,64.0,660.355489
SPY,2025-10-10 17:41:00+00:00,660.5,660.7,660.5,660.565,2133.0,20.0,660.584524
SPY,2025-10-10 17:42:00+00:00,660.545,660.61,660.26,660.45,3771.0,36.0,660.470296
SPY,2025-10-10 17:43:00+00:00,660.44,660.47,660.09,660.11,4157.0,47.0,660.252713
SPY,2025-10-10 17:44:00+00:00,660.1,660.32,659.77,659.79,2985.0,40.0,660.061667
SPY,2025-10-10 17:45:00+00:00,659.81,659.91,659.73,659.82,2535.0,26.0,659.828571
SPY,2025-10-10 17:46:00+00:00,659.83,659.83,658.85,658.89,7121.0,69.0,659.146714
SPY,2025-10-10 17:47:00+00:00,659.03,659.37,658.85,659.33,3520.0,33.0,659.133362
SPY,2025-10-10 17:48:00+00:00,659.52,660.05,659.47,659.69,3374.0,27.0,659.731835
SPY,2025-10-10 17:49:00+00:00,659.77,659.77,659.6,659.6,833.0,8.0,659.709375
SPY,2025-10-10 17:50:00+00:00,659.62,659.62,659.28,659.39,2390.0,25.0,659.45366
SPY,2025-10-10 17:51:00+00:00,659.52,659.52,659.18,659.23,5160.0,20.0,659.228382
SPY,2025-10-10 17:52:00+00:00,659.18,659.18,658.98,659.02,1757.0,23.0,659.034657
SPY,2025-10-10 17:53:00+00:00,659.07,659.15,659.04,659.15,1455.0,14.0,659.087692
SPY,2025-10-10 17:54:00+00:00,658.86,658.86,658.86,658.86,267.0,8.0,658.86
SPY,2025-10-10 17:55:00+00:00,658.85,659.47,658.8,659.46,4535.0,43.0,659.34641
SPY,2025-10-10 17:56:00+00:00,659.37,659.41,658.94,658.96,1288.0,24.0,659.147778
SPY,2025-10-10 17:57:00+00:00,658.84,659.11,658.84,659.08,1765.0,21.0,658.93207
SPY,2025-10-10 17:58:00+00:00,658.98,659.43,658.98,659.43,3071.0,41.0,659.133421
SPY,2025-10-10 17:59:00+00:00,659.46,659.56,659.42,659.56,1329.0,12.0,659.502308
SPY,2025-10-10 18:00:00+00:00,659.69,659.69,658.91,659.06,3200.0,44.0,659.303359
SPY,2025-10-10 18:01:00+00:00,658.745,659.03,658.745,658.83,1911.0,28.0,658.890882
SPY,2025-10-10 18:02:00+00:00,658.86,659.02,658.76,658.95,2382.0,33.0,658.86508
